"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"VJR7+882, Đ. Đặng Thúc Vịnh, Thới Tam Thôn, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.8907352","106.6132556",,,,,,,,,,,,,,,,"67","Hóc Môn, Hồ Chí Minh","VJR7+882, Đ. Đặng Thúc Vịnh","Hủ tíu mì gõ",,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20t%C3%ADu%20m%C3%AC%20g%C3%B5&query_place_id=ChIJM_qVNsjVdDERf0A4wsx9RlM",,"0"
"69|7A, ấp Tân Thới 2, Tân Hiệp, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8987169","106.5975416",,,,,,,,,,,,,,,,"120","Hóc Môn, Thành phố Hồ Chí Minh","69|7A, ấp Tân Thới 2","Bán bánh mì",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1n%20b%C3%A1nh%20m%C3%AC&query_place_id=ChIJK6Fe3irVdDERgL5fEksQMbM",,"0"
"82/1c Đ. Xuân Thới 21, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.8637569","106.595999","Thứ Ba","07:00 to 12:00","Thứ Tư","07:00 to 12:00","Thứ Năm","07:00 to 12:00","Thứ Sáu","07:00 to 12:00","Thứ Bảy","07:00 to 12:00","Chủ Nhật","07:00 to 12:00","Thứ Hai","07:00 to 12:00",,"127","Hóc Môn, Hồ Chí Minh","82/1c Đ. Xuân Thới 21","Bánh mì chảo - xíu mại Đà Lạt","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%C3%AC%20ch%E1%BA%A3o%20-%20x%C3%ADu%20m%E1%BA%A1i%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJbx4DagArdTERRe2hbQRVYYo",,"1"
"36/5G, Song Hành, Xã Trung Chánh, Huyện Hóc Môn, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true",,,"10.8580588","106.6077517",,,,,,,,,,,,,,,,"135","Quận 12, Thành phố Hồ Chí Minh","36/5G, Song Hành, Xã Trung Chánh, Huyện Hóc Môn","Quán Chay Diệu Phước",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Chay%20Di%E1%BB%87u%20Ph%C6%B0%E1%BB%9Bc&query_place_id=ChIJWegCRMwrdTERklBZ4_HmJww",,"0"
"4 Đ. Nguyễn Ảnh Thủ, Trung Mỹ Tây, Hóc Môn, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8627567","106.6120605","Thứ Ba","21:30 to 02:30","Thứ Tư","21:30 to 02:30","Thứ Năm","21:30 to 02:30","Thứ Sáu","21:30 to 02:30","Thứ Bảy","21:30 to 02:30","Chủ Nhật","21:30 to 02:30","Thứ Hai","21:30 to 02:30",,"133","Hóc Môn, Hồ Chí Minh","4 Đ. Nguyễn Ảnh Thủ","Hủ tiếu - Cháo lòng đêm","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20-%20Ch%C3%A1o%20l%C3%B2ng%20%C4%91%C3%AAm&query_place_id=ChIJqw_0nWQrdTERYosa87EnP3E",,"1"
"35/1A, 35/1A Ấp Mỹ Hòa 3, Tân Xuân, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.866405","106.602268",,,,,,,,,,,,,,,,"134","Hóc Môn, Thành phố Hồ Chí Minh","35/1A, 35/1A Ấp Mỹ Hòa 3","Hủ Tíu Chay Hoàng Quân","4.3","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20T%C3%ADu%20Chay%20Ho%C3%A0ng%20Qu%C3%A2n&query_place_id=ChIJp7b9Y2wqdTERL_1dASO9qBk",,"3"
"5 Trần Văn Mười, Xuân Thới Đông, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8672244","106.5893578",,,,,,,,,,,,,,,,"131","Hóc Môn, Thành phố Hồ Chí Minh","5 Trần Văn Mười","Quán bún riêu Xí lụm",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20b%C3%BAn%20ri%C3%AAu%20X%C3%AD%20l%E1%BB%A5m&query_place_id=ChIJ5QzNIFYrdTER-8pDIH9zlaY",,"0"
"59 4đồng tâm, Trung Chánh, Hóc Môn, Hồ Chí Minh 700000, Việt Nam","Nhà hàng ăn nhanh","false",,,"10.8634815","106.6099461","Thứ Ba","06:00 to 12:00, 16:30 to 21:00","Thứ Tư","06:00 to 12:00, 16:30 to 21:00","Thứ Năm","06:00 to 12:00, 16:30 to 21:00","Thứ Sáu","06:00 to 12:00, 16:30 to 21:00","Thứ Bảy","06:00 to 12:00, 16:30 to 21:00","Chủ Nhật","06:00 to 12:00, 16:30 to 21:00","Thứ Hai","06:00 to 12:00, 16:30 to 21:00",,"129","Hóc Môn, Hồ Chí Minh","59 4đồng tâm","Bánh mỳ xôi Bảo Như","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%E1%BB%B3%20x%C3%B4i%20B%E1%BA%A3o%20Nh%C6%B0&query_place_id=ChIJAfrHdYkrdTERfWCDuoEJiaM",,"6"
"1/11B Ấp Hưng Lân, Bà Điểm, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","false","https://food.google.com/chooseprovider?restaurantId=/g/11y54v_x5f&g2lbs=AOHF13nZozxooG40TVViKrwlddEJO1eJTChh9BLWU_mK3OQUjQJKsqBlBMk3Oo-EtTCPFWzfTkHOvwqgbIiwFbGrz6R_oO1xw08UC8O05I2pTwlL12JdYsg%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=1Xt6ZsisLezr5NoPyK-CmA0&ei=1Xt6ZsisLezr5NoPyK-CmA0&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8558863","106.6027319","Thứ Ba","17:00 to 23:00","Thứ Tư","17:00 to 23:00","Thứ Năm","17:00 to 23:00","Thứ Sáu","17:00 to 23:00","Thứ Bảy","17:00 to 23:00","Chủ Nhật","10:00 to 23:00","Thứ Hai","17:00 to 23:00",,"132","Hóc Môn, Hồ Chí Minh","1/11B Ấp Hưng Lân","Ăn Vặt Cô Bi Bà Điểm","5","https://www.google.com/maps/search/?api=1&query=%C4%82n%20V%E1%BA%B7t%20C%C3%B4%20Bi%20B%C3%A0%20%C4%90i%E1%BB%83m&query_place_id=ChIJwWJezeUrdTERFcUKdmvVgLs",,"1"
"11/2 Nguyễn ảnh thủ, Tiền Lân, Bà Điểm, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng phục vụ phần ăn nhỏ","true",,,"10.8564175","106.6067541","Thứ Ba","06:00 to 12:00","Thứ Tư","06:00 to 12:00","Thứ Năm","06:00 to 12:00","Thứ Sáu","06:00 to 12:00","Thứ Bảy","06:00 to 12:00","Chủ Nhật","06:00 to 12:00","Thứ Hai","06:00 to 12:00",,"122","Hóc Môn, Hồ Chí Minh","11/2 Nguyễn ảnh thủ, Tiền Lân","Quán phở Năm Hùng",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20ph%E1%BB%9F%20N%C4%83m%20H%C3%B9ng&query_place_id=ChIJu1n7KTcrdTERSg5CYSIVIoI",,"0"
"15/5a Đ. Trung Mỹ - Tân Xuân, Trung Mỹ Tây, Thành phố Hồ Chí Minh, Hồ Chí Minh 700000, Việt Nam","Nhà hàng bánh mì kẹp México","false",,,"10.8661136","106.610607","Thứ Ba","06:00 to 10:30","Thứ Tư","06:00 to 10:30","Thứ Năm","06:00 to 10:30","Thứ Sáu","06:00 to 10:30","Thứ Bảy","06:00 to 10:30","Chủ Nhật","06:00 to 10:30","Thứ Hai","06:00 to 10:30",,"123","Thành phố Hồ Chí Minh, Hồ Chí Minh","15/5a Đ. Trung Mỹ - Tân Xuân","Bánh Mì Cô Giáo Mầm Non","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20C%C3%B4%20Gi%C3%A1o%20M%E1%BA%A7m%20Non&query_place_id=ChIJM2RRnB8rdTERyse23Gnjmlo",,"1"
"39D XTT - 32, Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.861006","106.593814",,,,,,,,,,,,,,,,"125","Hóc Môn, Hồ Chí Minh","39D XTT - 32","Quán phở cuội",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20ph%E1%BB%9F%20cu%E1%BB%99i&query_place_id=ChIJ2yljpDsrdTER-3p17W3wV-0",,"0"
"63 Trần Văn Mười, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false",,,"10.865535","106.58907","Thứ Ba","16:00 to 22:30","Thứ Tư","16:00 to 22:30","Thứ Năm","16:00 to 22:30","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","16:00 to 22:30","Chủ Nhật","16:00 to 22:30","Thứ Hai","16:00 to 22:30",,"124","Hóc Môn, Hồ Chí Minh","63 Trần Văn Mười","Quán 555 - Gà Ta Hấp Hèm","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20555%20-%20G%C3%A0%20Ta%20H%E1%BA%A5p%20H%C3%A8m&query_place_id=ChIJv7jlpSwrdTERP_hUPTFX3o8",,"3"
"66/3L Đ. Song Hành, Trung Chánh, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng Nhật Bản","false",,,"10.8637276","106.6036513","Thứ Ba","09:00 to 14:00, 16:00 to 22:00","Thứ Tư","09:00 to 14:00, 16:00 to 22:00","Thứ Năm","09:00 to 14:00, 16:00 to 22:00","Thứ Sáu","09:00 to 14:00, 16:00 to 22:00","Thứ Bảy","09:00 to 14:00, 16:00 to 22:00","Chủ Nhật","09:00 to 14:00, 16:00 to 22:00","Thứ Hai","09:00 to 14:00, 16:00 to 22:00",,"120","Hóc Môn, Hồ Chí Minh","66/3L Đ. Song Hành","NewMoon Bingsu&Takoyaki","4.8","https://www.google.com/maps/search/?api=1&query=NewMoon%20Bingsu%26Takoyaki&query_place_id=ChIJ9Uk4LEErdTERozNyPZsRNHs","https://www.facebook.com/profile.php?id=100064097772482&mibextid=LQQJ4d","22"
"31 Đ. Nguyễn Ảnh Thủ, Bà Điểm, Hóc Môn, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8527252","106.6050584",,,,,,,,,,,,,,,,"117","Hóc Môn, Hồ Chí Minh","31 Đ. Nguyễn Ảnh Thủ","LẩuCá69K(TíNị)",,"https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9uC%C3%A169K(T%C3%ADN%E1%BB%8B)&query_place_id=ChIJ1ZBqWwArdTERHIg_jdq8pSc",,"0"
"113/5b, Đ. Song Hành, Tân Xuân, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng món lẩu","false",,,"10.8666221","106.6016266","Thứ Ba","16:00 to 23:00","Thứ Tư","16:00 to 23:00","Thứ Năm","16:00 to 23:00","Thứ Sáu","16:00 to 23:00","Thứ Bảy","16:00 to 23:00","Chủ Nhật","16:00 to 23:00","Thứ Hai","16:00 to 23:00",,"115","Hóc Môn, Hồ Chí Minh","113/5b, Đ. Song Hành","Lẩu cá 69k","4.7","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20c%C3%A1%2069k&query_place_id=ChIJFVOefisrdTERyisWZh5LOfU",,"3"
"33/5 ấp Trung Chánh 2, xã Trung Chánh, huyện Hóc Môn, QL 22, Tp.HCM, Sài Gòn, Thành phố Hồ Chí Minh 710880, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.8683385","106.5983187",,,,,,,,,,,,,,,,"112","Sài Gòn, Thành phố Hồ Chí Minh","33/5 ấp Trung Chánh 2, xã Trung Chánh, huyện Hóc Môn, QL 22, Tp.HCM","Quán Gió, QL 22, Hóc Môn, Tp.HCM",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Gi%C3%B3%2C%20QL%2022%2C%20H%C3%B3c%20M%C3%B4n%2C%20Tp.HCM&query_place_id=ChIJOy8l3cQrdTERsmnNmYv9MpE",,"0"
"53/1E, Đồng Tâm/53 Ấp Mỹ Hòa 1, Trung Chánh, Hóc Môn, Hồ Chí Minh 700000, Việt Nam","Nhà hàng phở","false","https://food.google.com/chooseprovider?restaurantId=/g/11r9qq49p8&g2lbs=AOHF13mhUBThXmDPwcO90PAHuZGgqIQDplft2z3qQ-zinyljjb80id0we-YjzhbP0h5eVhjRvHShbBiqCFj41TJeCfFjkXOPKJN82-zVBtMCV0cvj0segfE%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=FXx6ZtjpOIag5NoP65-3-Ao&ei=FXx6ZtjpOIag5NoP65-3-Ao&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8654387","106.6054418","Thứ Ba","06:00 to 13:00, 16:00 to 22:00","Thứ Tư","06:00 to 13:00, 16:00 to 22:00","Thứ Năm","06:00 to 13:00, 16:00 to 22:00","Thứ Sáu","06:00 to 13:00, 16:00 to 22:00","Thứ Bảy","06:00 to 13:00, 16:00 to 22:00","Chủ Nhật","06:00 to 13:00","Thứ Hai","06:00 to 13:00, 16:00 to 22:00",,"114","Hóc Môn, Hồ Chí Minh","53/1E, Đồng Tâm/53 Ấp Mỹ Hòa 1","Phở Sài Thành Vị Thanh","4.6","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20S%C3%A0i%20Th%C3%A0nh%20V%E1%BB%8B%20Thanh&query_place_id=ChIJ9dNra3nVdDERZbapSg1BMg8",,"8"
"126/5m Đ. Song Hành, Tân Hiệp, Hóc Môn, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8577625","106.6078499",,,,,,,,,,,,,,,,"116","Hóc Môn, Hồ Chí Minh","126/5m Đ. Song Hành","Hủ tiếu, bánh canh 76 Toàn",,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%2C%20b%C3%A1nh%20canh%2076%20To%C3%A0n&query_place_id=ChIJh7SkcgArdTERKiwTs4ozX6Q",,"0"
"18/2e Ấp Chánh 2, Tân Xuân, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.8673719","106.6004285",,,,,,,,,,,,,,,,"113","Hóc Môn, Hồ Chí Minh","18/2e Ấp Chánh 2","Xôi ngọt Nhi Nhi","5","https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20ng%E1%BB%8Dt%20Nhi%20Nhi&query_place_id=ChIJwXfOudMrdTERir-zy52lWkA",,"1"
"368 Đ. Nguyễn Ảnh Thủ, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,"10.8575089","106.6085456",,,,,,,,,,,,,,,,"106","Quận 12, Hồ Chí Minh","368 Đ. Nguyễn Ảnh Thủ","Quán Cháo Nga My",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ch%C3%A1o%20Nga%20My&query_place_id=ChIJk-pSUz4qdTERAhm1EfEWHto",,"0"
"87/4A Trần Văn Mười, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8607602","106.5892924",,,,,,,,,,,,,,,,"108","Hóc Môn, Hồ Chí Minh","87/4A Trần Văn Mười","Phở Bắc Đăng Dương","5","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%E1%BA%AFc%20%C4%90%C4%83ng%20D%C6%B0%C6%A1ng&query_place_id=ChIJ99lgdskrdTERuI0-56BCiME",,"2"
"4 Ấp Mỹ Hòa 1, Trung Chánh, k44, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true",,,"10.8581892","106.6011924",,,,,,,,,,,,,,,,"104","Hóc Môn, Hồ Chí Minh","4 Ấp Mỹ Hòa 1, Trung Chánh, k44","Tiệm chay Ngọc Hạnh",,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20chay%20Ng%E1%BB%8Dc%20H%E1%BA%A1nh&query_place_id=ChIJbcZDKQArdTERt1Yt4VbZxWo",,"0"
"17/1 Đ. Nguyễn Ảnh Thủ, Bà Điểm, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.8528948","106.6048479","Thứ Ba","16:00 to 00:00","Thứ Tư","16:00 to 00:00","Thứ Năm","16:00 to 00:00","Thứ Sáu","16:00 to 00:00","Thứ Bảy","16:00 to 00:00","Chủ Nhật","16:00 to 00:00","Thứ Hai","16:00 to 00:00",,"110","Hóc Môn, Hồ Chí Minh","17/1 Đ. Nguyễn Ảnh Thủ","Cơm Tấm Thanh Niên","5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Thanh%20Ni%C3%AAn&query_place_id=ChIJvykScAApdTERowrp1IVVEeI",,"5"
"158 Ấp 3, Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.8611432","106.5942145","Thứ Ba","06:00 to 11:30","Thứ Tư","06:00 to 11:30","Thứ Năm","06:00 to 11:30","Thứ Sáu","06:00 to 11:30","Thứ Bảy","06:00 to 11:30","Chủ Nhật","06:00 to 11:30","Thứ Hai","06:00 to 11:30",,"102","Hóc Môn, Hồ Chí Minh","158 Ấp 3","Hủ Tiếu Cô Thanh","4.8","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20Ti%E1%BA%BFu%20C%C3%B4%20Thanh&query_place_id=ChIJS16ubecrdTERbdjarAmhVeo",,"16"
"154 Đ. Song Hành, x, H.Hóc Môn, Hồ Chí Minh 732110, Việt Nam","Nhà hàng ăn nhanh","false",,,"10.8577575","106.607854","Thứ Ba","16:30 to 22:30","Thứ Tư","16:30 to 22:30","Thứ Năm","16:30 to 22:30","Thứ Sáu","16:30 to 22:30","Thứ Bảy","16:30 to 22:30","Chủ Nhật","16:30 to 22:30","Thứ Hai","16:30 to 22:30",,"111","H.Hóc Môn, Hồ Chí Minh","154 Đ. Song Hành","Ốc bắc béo","3.9","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20b%E1%BA%AFc%20b%C3%A9o&query_place_id=ChIJ7dsLc-UrdTERvpNHXvtyvCE",,"38"
"20 Đ. Song Hành, Tân Xuân, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng món nướng","false",,,"10.8679678","106.6007754","Thứ Ba","16:00 to 05:00","Thứ Tư","16:00 to 05:00","Thứ Năm","16:00 to 05:00","Thứ Sáu","16:00 to 05:00","Thứ Bảy","16:00 to 05:00","Chủ Nhật","16:00 to 05:00","Thứ Hai","16:00 to 05:00",,"109","Hóc Môn, Hồ Chí Minh","20 Đ. Song Hành","Quán Ngọc 99","4.6","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ng%E1%BB%8Dc%2099&query_place_id=ChIJi2ih5hIrdTERtIZtSPqRYJY",,"12"
"A5 Ấp Mỹ Hòa 2, Trung Chánh, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng phở","true",,,"10.8589882","106.6043577",,,,,,,,,,,,,,,,"100","Hóc Môn, Hồ Chí Minh","A5 Ấp Mỹ Hòa 2","Bánh canh cá lóc anh bé","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20canh%20c%C3%A1%20l%C3%B3c%20anh%20b%C3%A9&query_place_id=ChIJ2583Of0rdTER_Il3HEjgRP0",,"1"
"71 Thống Nhất ấp Xuân Thới Đông 3, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,"10.8665149","106.5905882",,,,,,,,,,,,,,,,"93","Hóc Môn, Hồ Chí Minh","71 Thống Nhất ấp Xuân Thới Đông 3","Bún bò Bà Năm","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20B%C3%A0%20N%C4%83m&query_place_id=ChIJ1xj0cQArdTERQWURTHJ-44A",,"1"
"63/5 Trần Văn Mười, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.8663269","106.5889888",,,,,,,,,,,,,,,,"97","Hóc Môn, Hồ Chí Minh","63/5 Trần Văn Mười","Vựa cua ngọc giàu 2",,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%B1a%20cua%20ng%E1%BB%8Dc%20gi%C3%A0u%202&query_place_id=ChIJ4zv7EwArdTERmSOE_nDpIJw",,"0"
"12 Đ. Số 12, Xuân Thới Đông, Hóc Môn, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.8608305","106.6021786",,,,,,,,,,,,,,,,"98","Hóc Môn, Hồ Chí Minh","12 Đ. Số 12","Cơm gà xối mỡ Lâm Ký",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20g%C3%A0%20x%E1%BB%91i%20m%E1%BB%A1%20L%C3%A2m%20K%C3%BD&query_place_id=ChIJtzxwo-QrdTERcisAdXx0Y0M",,"0"
"34 Đ. Nguyễn Ảnh Thủ, Khu Phố 5, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,"10.8661422","106.6144771",,,,,,,,,,,,,,,,"96","Quận 12, Hồ Chí Minh","34 Đ. Nguyễn Ảnh Thủ","Cơm Tấm Đêm",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20%C4%90%C3%AAm&query_place_id=ChIJWZaQVQArdTERJ6C0cFvJiSU",,"0"
"VJ55+F5X, Unnamed Road, Đ. Song Hành, Trung Chánh, Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.8587393","106.607986",,,,,,,,,,,,,,,,"94","Hóc Môn, Thành phố Hồ Chí Minh","VJ55+F5X, Unnamed Road, Đ. Song Hành","Gà ta Blazang",,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20ta%20Blazang&query_place_id=ChIJL0LhY6MrdTERhqGCZ0hudnw",,"0"
"1417/3 A Tổ 13 KP 1, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8615336","106.6114019",,,,,,,,,,,,,,,,"99","Quận 12, Hồ Chí Minh","1417/3 A Tổ 13 KP 1","CHÁO SƯỜN-CÔ TRANG",,"https://www.google.com/maps/search/?api=1&query=CH%C3%81O%20S%C6%AF%E1%BB%9CN-C%C3%94%20TRANG&query_place_id=ChIJA8YJ-B8rdTERHU7U344H318",,"0"
"47/5 Đ. Song Hành, Trung Chánh, Hóc Môn, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8603809","106.6062527","Thứ Ba","05:00 to 10:30, 15:00 to 20:30","Thứ Tư","05:00 to 10:30, 15:00 to 20:30","Thứ Năm","05:00 to 10:30, 15:00 to 20:30","Thứ Sáu","05:00 to 10:30, 15:00 to 20:30","Thứ Bảy","05:00 to 10:30, 15:00 to 20:30","Chủ Nhật","05:00 to 10:30, 15:00 to 20:30","Thứ Hai","05:00 to 10:30, 15:00 to 20:30",,"86","Hóc Môn, Hồ Chí Minh","47/5 Đ. Song Hành","Bún bò Huế Đông Ba","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20Hu%E1%BA%BF%20%C4%90%C3%B4ng%20Ba&query_place_id=ChIJ0_lO5_wrdTERcdSsh4MCfHk",,"1"
"35 Trần Phú, Phường 5, Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu, Việt Nam","Nhà hàng hải sản","true",,,"10.896265","106.6372342","Thứ Ba","09:00 to 23:00","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 23:00",,"20","Hóc Môn, Hồ Chí Minh","35 Trần Phú, Phường 5, Thành phố Vũng Tầu, Bà Rịa - Vũng Tàu","Cá Mú restaurant - Vũng Tàu","5","https://www.google.com/maps/search/?api=1&query=C%C3%A1%20M%C3%BA%20restaurant%20-%20V%C5%A9ng%20T%C3%A0u&query_place_id=ChIJIerLM_3XdDER-SH7OPme0rY","https://m.facebook.com/Nh%C3%A0-H%C3%A0ng-H%E1%BA%A3i-S%E1%BA%A3n-C%C3%A1-M%C3%BA-V%C5%A9ng-T%C3%A0u-112351930905538/?zarsrc=1303&utm_source=zalo&utm_medium=zalo&utm_campaign=zalo","1"
"1 Đ. Song Hành, Trung Chánh 2, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,"10.858778","106.6072532","Thứ Ba","15:00 to 21:00","Thứ Tư","15:00 to 21:00","Thứ Năm","15:00 to 21:00","Thứ Sáu","15:00 to 21:00","Thứ Bảy","15:00 to 21:00","Chủ Nhật","15:00 to 21:00","Thứ Hai","15:00 to 21:00",,"83","Hóc Môn, Hồ Chí Minh","1 Đ. Song Hành","Gỏi sứa gỏi cá trích nguyễn oanh","5","https://www.google.com/maps/search/?api=1&query=G%E1%BB%8Fi%20s%E1%BB%A9a%20g%E1%BB%8Fi%20c%C3%A1%20tr%C3%ADch%20nguy%E1%BB%85n%20oanh&query_place_id=ChIJP6cEassrdTER7yVsKr5wMg8",,"1"
"17 Trung Mỹ, Trung Chánh, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng Trung Quốc","true",,,"10.8672456","106.6106857",,,,,,,,,,,,,,,,"84","Quận 12, Hồ Chí Minh","17 Trung Mỹ","Mì Phục Hưng",,"https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Ph%E1%BB%A5c%20H%C6%B0ng&query_place_id=ChIJA5nMvcYrdTEREn85CK5t_Js",,"0"
"C5/23 Ấp 3, Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.859182","106.5942309",,,,,,,,,,,,,,,,"90","Hóc Môn, Hồ Chí Minh","C5/23 Ấp 3","Quán Ăn Chị Mười Ba","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20Ch%E1%BB%8B%20M%C6%B0%E1%BB%9Di%20Ba&query_place_id=ChIJqSf-FZkrdTERg8VVkDUXxhw",,"1"
