"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"Chợ Hồ Trọng Quý, Phường 10, Quận 6, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","false",,,"10.7400728","106.6319855","Thứ Tư","06:00 to 11:00","Thứ Năm","06:00 to 11:00","Thứ Sáu","06:00 to 11:00","Thứ Bảy","06:00 to 11:00","Chủ Nhật","06:00 to 11:00","Thứ Hai","06:00 to 11:00","Thứ Ba","06:00 to 11:00","+84 382 525 936",,"100","Quận 6, Hồ Chí Minh","Chợ Hồ Trọng Quý","Bún Bò Huế (dì 7 )","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20Hu%E1%BA%BF%20(d%C3%AC%207%20)&query_place_id=ChIJ87HgN5wvdTER3eWatsuc_Tc",,"1"
"429 Đ. Phạm Văn Chí, Phường 7, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.7424398","106.6427704",,,,,,,,,,,,,,,,,"117","Quận 6, Thành phố Hồ Chí Minh","429 Đ. Phạm Văn Chí","Bán bánh tráng trộn",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1n%20b%C3%A1nh%20tr%C3%A1ng%20tr%E1%BB%99n&query_place_id=ChIJjbKxFqsvdTERso9ZXsIFVSQ",,"0"
"551/5 Đ. Phạm Văn Chí, Phường 8, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true",,,"10.740792","106.6405867",,,,,,,,,,,,,,,"+84 335 780 200",,"115","Quận 6, Thành phố Hồ Chí Minh","551/5 Đ. Phạm Văn Chí","Hủ tiếu chay Cây Khế",,"https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20chay%20C%C3%A2y%20Kh%E1%BA%BF&query_place_id=ChIJe68xxr0vdTEROzOg_xOeI0E",,"0"
"283/6 Đ. Phạm Văn Chí, Phường 3, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.7436809","106.6457449",,,,,,,,,,,,,,,,,"116","Quận 6, Thành phố Hồ Chí Minh","283/6 Đ. Phạm Văn Chí","Tiệm Mì Ông Chánh","4","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20M%C3%AC%20%C3%94ng%20Ch%C3%A1nh&query_place_id=ChIJtWNcUNIvdTERJj7K9KKQMMU",,"2"
"Việt Nam, Thành phố Hồ Chí Minh, Quận 6, Đ. Phạm Văn Chí, 654/1 Phạm Văn Chí, P.8, Q.6","Nhà hàng châu Á","true",,,"10.7401472","106.6379562",,,,,,,,,,,,,,,,,"114","Quận 6, Thành phố Hồ Chí Minh","Đ. Phạm Văn Chí, 654/1 Phạm Văn Chí, P.8, Q.6","Cháo Vịt Thu Diễm","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20V%E1%BB%8Bt%20Thu%20Di%E1%BB%85m&query_place_id=ChIJ94rfV9kvdTERBzSan-1PG1k",,"1"
"Hẽm 266, Đ. Chợ Lớn, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false",,,"10.7446972","106.628289",,,,,,,,,,,,,,,"+84 909 361 382",,"105","Quận 6, Thành phố Hồ Chí Minh","Hẽm 266, Đ. Chợ Lớn","Quán Ngọc Ốc",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ng%E1%BB%8Dc%20%E1%BB%90c&query_place_id=ChIJeSSpkVEtdTERqUP48eM8e5Q",,"0"
"26j Đ. Số 32C, Khu IV, Quận 6, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.7403634","106.6311751","Thứ Tư","06:00 to 11:00","Thứ Năm","06:00 to 11:00","Thứ Sáu","06:00 to 11:00","Thứ Bảy","06:00 to 11:00","Chủ Nhật","06:00 to 11:00","Thứ Hai","06:00 to 11:00","Thứ Ba","06:00 to 11:00",,,"102","Quận 6, Hồ Chí Minh","26j Đ. Số 32C","Hủ tíu chay 26J Cư xá Phú Lâm","4.7","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20t%C3%ADu%20chay%2026J%20C%C6%B0%20x%C3%A1%20Ph%C3%BA%20L%C3%A2m&query_place_id=ChIJpyAOUwcvdTERqwSqpXLlHjY",,"3"
"28 Đường số 10, Phường 11, Quận 6, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng món lẩu","true",,,"10.7442031","106.6311234",,,,,,,,,,,,,,,"+84 827 001 168",,"104","Quận 6, Thành phố Hồ Chí Minh","28 Đường số 10","Princess Party VN - Lẩu Đài Loan, Gắp Thú","4","https://www.google.com/maps/search/?api=1&query=Princess%20Party%20VN%20-%20L%E1%BA%A9u%20%C4%90%C3%A0i%20Loan%2C%20G%E1%BA%AFp%20Th%C3%BA&query_place_id=ChIJZY8CNEsvdTERxMfaFVQLAII",,"2"
"90 Đ. Số 32, Phường 10, Quận 6, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false","https://food.google.com/chooseprovider?restaurantId=/g/11k99y1d5r&g2lbs=AOHF13lBwX5NVIaqEc81uTfp7xxsyYQ0gxBccisYd0eaMzWAUl-F-47c-Wpv4zTFSfZKbnJCzcS6vOOPBfQfcvuFx_19Mdfc8g%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=TdFyZtfZMaeTwbkP2uyx4AU&ei=TdFyZtfZMaeTwbkP2uyx4AU&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7409719","106.6269861","Thứ Tư","06:30 to 17:30","Thứ Năm","06:30 to 17:30","Thứ Sáu","06:30 to 17:30","Thứ Bảy","06:30 to 17:30","Chủ Nhật","06:30 to 17:30","Thứ Hai","06:30 to 17:30","Thứ Ba","06:30 to 17:30",,,"103","Quận 6, Hồ Chí Minh","90 Đ. Số 32","Bột chiên Chu Chu Ký",,"https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20chi%C3%AAn%20Chu%20Chu%20K%C3%BD&query_place_id=ChIJk2bvO0ItdTERj-Q7UGOyqAQ","https://www.facebook.com/AnvatChuChunhaNamy?mibextid=LQQJ4d","0"
"33 Đường số 15, Phường 11, Quận 6, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true","https://food.google.com/chooseprovider?restaurantId=/g/11v01sqpgm&g2lbs=AOHF13nBZSuFuoGEhXBpHwYDfX6_4UOIzZiGwlMbIzgHnDXgK1PRdzvElG77DCMd3XloESS0Q5PjRDSDPX5G9qFprAOSN4hcIQ%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=PNFyZt_nGtX_wbkPweugqAE&ei=PNFyZt_nGtX_wbkPweugqAE&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.744312","106.6274892",,,,,,,,,,,,,,,,,"60","Quận 6, Hồ Chí Minh","33 Đường số 15","Cà ri gà - Bò kho 33","5","https://www.google.com/maps/search/?api=1&query=C%C3%A0%20ri%20g%C3%A0%20-%20B%C3%B2%20kho%2033&query_place_id=ChIJSWQGVCItdTER4Nn5DS36hJw",,"2"
