"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"36, Đường 3A, Cư Xá Bình Thới, Phường 8, Quận 11, Phường 8, Quận 11, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7619082","106.648922",,,,,,,,,,,,,,,"+84 915 120 286",,"46","Quận 11, Hồ Chí Minh","36, Đường 3A, Cư Xá Bình Thới, Phường 8, Quận 11","Nhà Cho Thuê Nguyễn Thị Sói","3.3","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Cho%20Thu%C3%AA%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20S%C3%B3i&query_place_id=ChIJhXgTTZIudTERqDuh0BAmOGM",,"4"
"340 Lãnh Binh Thăng, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.764872","106.64765",,,,,,,,,,,,,,,"+84 963 858 640",,"47","Quận 11, Thành phố Hồ Chí Minh","340 Lãnh Binh Thăng","hoa vinh",,"https://www.google.com/maps/search/?api=1&query=hoa%20vinh&query_place_id=ChIJ-3P6CoIvdTER3VN38DmmcCo",,"0"
"295 Lãnh Binh Thăng, Phường 8, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7640536","106.6480674",,,,,,,,,,,,,,,"+84 28 3962 7699",,"48","Quận 11, Thành phố Hồ Chí Minh","295 Lãnh Binh Thăng","Khách Sạn Mini Tuấn Hưng 1",,"https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Mini%20Tu%E1%BA%A5n%20H%C6%B0ng%201&query_place_id=ChIJaQM-85MudTERRqcTHq6rRzw",,"0"
"77, Đường Ông Ích Khiêm, Phường 10, Quận 11, Hồ Chí Minh, Việt Nam","Nhà trọ","true",,,"10.7664301","106.6430635",,,,,,,,,,,,,,,"+84 977 973 922",,"49","Quận 11, Hồ Chí Minh","77, Đường Ông Ích Khiêm","Nhà Cho Thuê Hoàng Thu Yến",,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Cho%20Thu%C3%AA%20Ho%C3%A0ng%20Thu%20Y%E1%BA%BFn&query_place_id=ChIJzYWBHpcudTERfu3iMpFxi7A",,"0"
"Đường số 6/30 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Hồ Chí Minh 70000, Việt Nam","Quán ăn nhỏ","false",,,"10.761975","106.6481658","Thứ Tư","06:30 to 12:00","Thứ Năm","06:30 to 12:00","Thứ Sáu","06:30 to 12:00","Thứ Bảy","06:30 to 12:00","Chủ Nhật","06:30 to 12:00","Thứ Hai","Đóng cửa","Thứ Ba","06:30 to 12:00","+84 912 891 171",,"117","Quận 11, Hồ Chí Minh","Đường số 6/30 Đường Số 5 - Cư xá Bình Thới","Bánh cuốn 19 - Hương vị Đất Tổ","4.9","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20cu%E1%BB%91n%2019%20-%20H%C6%B0%C6%A1ng%20v%E1%BB%8B%20%C4%90%E1%BA%A5t%20T%E1%BB%95&query_place_id=ChIJKe99Po4vdTER8uBwm-ypPIY",,"36"
"334 Lãnh Binh Thăng, Phường 8, Quận 11, Hồ Chí Minh 700000, Việt Nam","Nhà hàng ăn chay","false",,,"10.7647851","106.6476935",,,,,,,,,,,,,,,"+84 909 597 069",,"80","Quận 11, Hồ Chí Minh","334 Lãnh Binh Thăng","Ẩm Thực Chay Huệ Phát Phượng New York","4","https://www.google.com/maps/search/?api=1&query=%E1%BA%A8m%20Th%E1%BB%B1c%20Chay%20Hu%E1%BB%87%20Ph%C3%A1t%20Ph%C6%B0%E1%BB%A3ng%20New%20York&query_place_id=ChIJe9PhfRkvdTEREPbhPcP3R4g","http://amthucchayhuephat.com/","8"
"195 Hàn Hải Nguyên, Phường 2, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.7580779","106.6464683",,,,,,,,,,,,,,,"+84 902 922 228",,"73","Quận 11, Thành phố Hồ Chí Minh","195 Hàn Hải Nguyên","Xian Wei","4.1","https://www.google.com/maps/search/?api=1&query=Xian%20Wei&query_place_id=ChIJ52qSzXgvdTERuWvF6bzL3qA",,"43"
"1172D Đ. 3 Tháng 2, Phường 12, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.759263","106.65119",,,,,,,,,,,,,,,"+84 902 516 818",,"75","Quận 11, Thành phố Hồ Chí Minh","1172D Đ. 3 Tháng 2","Cửa hàng Vĩnh Tâm - Lẩu Ly Yummy",,"https://www.google.com/maps/search/?api=1&query=C%E1%BB%ADa%20h%C3%A0ng%20V%C4%A9nh%20T%C3%A2m%20-%20L%E1%BA%A9u%20Ly%20Yummy&query_place_id=ChIJ9V02s18vdTERj6jVNtQrAHE",,"0"
"107E Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true","https://food.google.com/chooseprovider?restaurantId=/g/11qg0rxdn5&g2lbs=AOHF13nZH6tvFh9ZIotaaX-9UHtEz1dsphMio8JMQnaEXI21DZtknYEg_i7gmk40l5sMPCMwSZ5RuwP6k-0jFRoqw0A9m0ENuQ%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=jthyZrXpGvW5kPIPrsqQ8Ac&ei=jthyZrXpGvW5kPIPrsqQ8Ac&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7601804","106.6417872","Thứ Tư","16:00 to 22:00","Thứ Năm","16:00 to 22:00","Thứ Sáu","16:00 to 22:00","Thứ Bảy","16:00 to 22:00","Chủ Nhật","Đóng cửa","Thứ Hai","16:00 to 22:00","Thứ Ba","16:00 to 22:00","+84 908 533 483",,"119","Quận 11, Hồ Chí Minh","107E Lạc Long Quân","FaLu (Tokbokki&Milktea)","5","https://www.google.com/maps/search/?api=1&query=FaLu%20(Tokbokki%26Milktea)&query_place_id=ChIJ5-LwbuwvdTER36bBRTZZNpY",,"7"
"1a Đường số 9, Phường 8, Quận 11, Hồ Chí Minh 700000, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7643301","106.6476553","Thứ Tư","06:00 to 13:00","Thứ Năm","06:00 to 13:00","Thứ Sáu","06:00 to 13:00","Thứ Bảy","06:00 to 13:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 13:00","Thứ Ba","06:00 to 13:00","+84 926 265 050",,"114","Quận 11, Hồ Chí Minh","1a Đường số 9","Bánh Ướt Dì 3",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20%C6%AF%E1%BB%9Bt%20D%C3%AC%203&query_place_id=ChIJpyNicQAvdTERi4uGBFicBDE",,"0"
"104B Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7624398","106.6390792",,,,,,,,,,,,,,,,,"116","Quận 11, Thành phố Hồ Chí Minh","104B Lạc Long Quân","Bánh canh cua cô Hai",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20canh%20cua%20c%C3%B4%20Hai&query_place_id=ChIJYcdYzXMvdTER05pC6zGrFm0",,"0"
"587 Đ. Minh Phụng, Phường 9, Quận 11, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.7640898","106.6446893",,,,,,,,,,,,,,,,,"112","Quận 11, Hồ Chí Minh","587 Đ. Minh Phụng","Ăn Vặt Cậu Hai",,"https://www.google.com/maps/search/?api=1&query=%C4%82n%20V%E1%BA%B7t%20C%E1%BA%ADu%20Hai&query_place_id=ChIJIwihXAAvdTERkn2UxeBlJSo",,"0"
"86/142 Hẻm 86 Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh, Việt Nam","Cửa hàng thực phẩm thiên nhiên","false",,,"10.7690693","106.6466571","Thứ Tư","06:30 to 19:30","Thứ Năm","06:30 to 19:30","Thứ Sáu","06:30 to 19:30","Thứ Bảy","06:30 to 19:30","Chủ Nhật","Đóng cửa","Thứ Hai","06:30 to 19:30","Thứ Ba","06:30 to 19:30","+84 934 553 793",,"115","Quận 11, Hồ Chí Minh","86/142 Hẻm 86 Ông Ích Khiêm","Chả Cá Mỹ",,"https://www.google.com/maps/search/?api=1&query=Ch%E1%BA%A3%20C%C3%A1%20M%E1%BB%B9&query_place_id=ChIJq8mGSQAvdTER2R8PHK2QgSQ",,"0"
"38 Hòa Bình, Phường 5, Quận 11, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7674215","106.6414425",,,,,,,,,,,,,,,"+84 28 3973 2012",,"41","Quận 11, Hồ Chí Minh","38 Hòa Bình","Khách Sạn Minh Ngọc",,"https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Minh%20Ng%E1%BB%8Dc&query_place_id=ChIJ0UTdfZcudTERIAAgVEjWaWU",,"0"
"104/22 Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.762355","106.6390315","Thứ Tư","10:00 to 20:00","Thứ Năm","10:00 to 20:00","Thứ Sáu","10:00 to 20:00","Thứ Bảy","10:00 to 20:00","Chủ Nhật","10:00 to 20:00","Thứ Hai","10:00 to 20:00","Thứ Ba","10:00 to 20:00",,,"110","Quận 11, Hồ Chí Minh","104/22 Lạc Long Quân","Bánh Tráng Chị Phụng Q11","4","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20Tr%C3%A1ng%20Ch%E1%BB%8B%20Ph%E1%BB%A5ng%20Q11&query_place_id=ChIJa4ONcWwvdTERvb2KcH9g_i4","http://loship.vn/banhtrangchiphungq11","1"
"48 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7621045","106.6484214","Thứ Tư","06:00 to 14:00","Thứ Năm","06:00 to 14:00","Thứ Sáu","06:00 to 14:00","Thứ Bảy","06:00 to 14:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 14:00","Thứ Ba","06:00 to 14:00","+84 908 232 392",,"111","Quận 11, Hồ Chí Minh","48 Đường Số 5 - Cư xá Bình Thới","Cơm Minh Ngọc ( quán Bà Hai cũ)","4","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Minh%20Ng%E1%BB%8Dc%20(%20qu%C3%A1n%20B%C3%A0%20Hai%20c%C5%A9)&query_place_id=ChIJL7citZMudTER6s0dHmubDKo",,"8"
"48/6 Hòa Bình, Phường 5, Quận 11, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true","https://food.google.com/chooseprovider?restaurantId=/g/11t301l0gg&g2lbs=AOHF13lyQrQcSlKTCa8ZUjts21-Pn9pL1n3hza-UExcC1OQQXxAx2ho9PI5ZjDVkBS_-U9ZDDFCxp_yUj035s8eJvYlt8F5CI2xZS-DrkOalktgGWpg3iDo%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=g9hyZta7Lr-T0PEPgZ-ouAY&ei=g9hyZta7Lr-T0PEPgZ-ouAY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7676243","106.641048","Thứ Tư","07:00 to 20:00","Thứ Năm","07:00 to 20:00","Thứ Sáu","07:00 to 20:00","Thứ Bảy","07:00 to 20:00","Chủ Nhật","07:00 to 20:00","Thứ Hai","07:00 to 20:00","Thứ Ba","07:00 to 17:00","+84 909 677 561",,"109","Quận 11, Hồ Chí Minh","48/6 Hòa Bình","Mì Quảng Cô Mai Đầm Sen","5","https://www.google.com/maps/search/?api=1&query=M%C3%AC%20Qu%E1%BA%A3ng%20C%C3%B4%20Mai%20%C4%90%E1%BA%A7m%20Sen&query_place_id=ChIJs5By7K4vdTERI63oCiU6CzI",,"5"
"50 Đường Số 5 - Cư xá Bình Thới, Phường 8, Quận 11, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.7620832","106.6484664","Thứ Tư","06:00 to 11:30","Thứ Năm","06:00 to 11:30","Thứ Sáu","06:00 to 11:30","Thứ Bảy","06:00 to 11:30","Chủ Nhật","06:00 to 11:30","Thứ Hai","06:00 to 11:30","Thứ Ba","06:00 to 11:30","+84 819 912 683",,"113","Quận 11, Hồ Chí Minh","50 Đường Số 5 - Cư xá Bình Thới","Minh Ký Mì Gia","4.3","https://www.google.com/maps/search/?api=1&query=Minh%20K%C3%BD%20M%C3%AC%20Gia&query_place_id=ChIJ51GIr1ovdTER4AZqEgDQg-I",,"29"
"4 Nguyễn Tri Phương, Phường 4, Quận 11, Hồ Chí Minh 700000, Việt Nam","Khách sạn","true",,,"10.7628875","106.650063",,,,,,,,,,,,,,,,,"45","Quận 11, Hồ Chí Minh","4 Nguyễn Tri Phương","Đào tạo chứng nghiệp sư phạm",,"https://www.google.com/maps/search/?api=1&query=%C4%90%C3%A0o%20t%E1%BA%A1o%20ch%E1%BB%A9ng%20nghi%E1%BB%87p%20s%C6%B0%20ph%E1%BA%A1m&query_place_id=ChIJDQ4TZ-AvdTERCLgNIeV9ySA",,"0"
"113A Lạc Long Quân, Phường 3, Quận 11, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,"10.7614434","106.6420099",,,,,,,,,,,,,,,"+84 909 273 748",,"113","Quận 11, Thành phố Hồ Chí Minh","113A Lạc Long Quân","BÉN - Cá viên Chiên","5","https://www.google.com/maps/search/?api=1&query=B%C3%89N%20-%20C%C3%A1%20vi%C3%AAn%20Chi%C3%AAn&query_place_id=ChIJOxZokOovdTERZAlxCRVQSvI","https://www.facebook.com/bencavienchien/","1"
"2 Dương Đình Nghệ, Phường 8, Quận 11, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.7620276","106.6500287","Thứ Tư","05:30 to 11:30","Thứ Năm","05:30 to 11:30","Thứ Sáu","05:30 to 11:30","Thứ Bảy","05:30 to 11:30","Chủ Nhật","Đóng cửa","Thứ Hai","05:30 to 11:30","Thứ Ba","05:30 to 11:30","+84 948 404 639",,"104","Quận 11, Hồ Chí Minh","2 Dương Đình Nghệ","Xôi Gà Cô Hằng (Ngon)","5","https://www.google.com/maps/search/?api=1&query=X%C3%B4i%20G%C3%A0%20C%C3%B4%20H%E1%BA%B1ng%20(Ngon)&query_place_id=ChIJSdX7luMvdTERt5hoRrFI7Cg",,"1"
"50/3 Hòa Bình, Phường 5, Quận 11, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7681091","106.640987",,,,,,,,,,,,,,,"+84 28 3974 1696",,"39","Quận 11, Hồ Chí Minh","50/3 Hòa Bình","Khách Sạn Khang Đan","4.6","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Khang%20%C4%90an&query_place_id=ChIJK5NagJcudTERv8K6T1wVyIw",,"10"
"296 Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false",,,"10.767048","106.6427044",,,,,,,,,,,,,,,"+84 962 991 976",,"107","Quận 11, Hồ Chí Minh","296 Lạc Long Quân","Ăn Vặt LinLin",,"https://www.google.com/maps/search/?api=1&query=%C4%82n%20V%E1%BA%B7t%20LinLin&query_place_id=ChIJ_dQwsegvdTERk7QS7h7oajo",,"0"
